,0,1,2,3,4,5
142,0.1939,-0.8091,0.1476,-4.207,2.03,-4.6
143,0.1135,-0.7918,-0.03469,-4.178,1.91,-4.631
144,0.031180000000000003,-0.7835,-0.2342,-4.204,1.775,-4.71
145,-0.05017,-0.7823,-0.426,-4.263,1.646,-4.821000000000001
146,-0.09001,-0.7928,-0.3857,-4.337,1.8119999999999998,-4.953
147,-0.1541,-0.8051,-0.5255,-4.428999999999999,1.672,-5.1080000000000005
148,-0.2692,-0.817,-0.9016,-4.622,1.33,-5.357
149,-0.3354,-0.8528,-1.036,-4.81,1.21,-5.591
150,-0.3826,-0.8868,-1.099,-4.981,1.147,-5.814
151,-0.4326,-0.9265,-1.1640000000000001,-5.17,1.0859999999999999,-6.066
152,-0.4671,-0.9695,-1.193,-5.36,1.005,-6.322
153,-0.4949,-1.014,-1.186,-5.545,0.9642,-6.58
154,-0.4085,-1.062,-0.6106,-5.754,1.796,-6.8870000000000005
155,-0.3606,-1.11,-0.2696,-5.956,2.2,-7.165
156,-0.5367,-1.1340000000000001,-1.188,-6.053,0.4626,-7.312
157,-0.6099,-1.165,-1.514,-6.077999999999999,-0.3521,-7.428
158,-0.6097,-1.198,-1.38,-6.15,-0.2769,-7.595
159,-0.6491,-1.225,-1.464,-6.212999999999999,-0.5557,-7.747999999999999
160,-0.679,-1.2429999999999999,-1.466,-6.223,-0.6637,-7.867000000000001
161,-0.7146,-1.2570000000000001,-1.4969999999999999,-6.215,-0.7986,-7.952999999999999
162,-0.7996,-1.281,-1.681,-6.244,-0.9531,-8.072000000000001
163,-0.837,-1.294,-1.671,-6.192,-0.9839,-8.128
164,-0.7977,-1.27,-1.4369999999999998,-6.0489999999999995,-0.9193,-8.119
165,-0.8339,-1.251,-1.4140000000000001,-5.9479999999999995,-0.8062,-8.136000000000001
166,-0.9243,-1.226,-1.6440000000000001,-5.811,-1.014,-8.11
167,-0.9943,-1.198,-1.774,-5.652,-1.084,-8.068999999999999
168,-1.047,-1.173,-1.7630000000000001,-5.492999999999999,-0.8754,-8.032
169,-1.107,-1.143,-1.781,-5.322,-0.686,-7.981
170,-1.2409999999999999,-1.102,-2.252,-5.045,-1.3780000000000001,-7.813
171,-1.4040000000000001,-1.067,-2.6860000000000004,-4.785,-1.6780000000000002,-7.678999999999999
172,-1.34,-1.047,-1.807,-4.739,0.4159,-7.77
173,-1.34,-1.03,-1.415,-4.715,1.5190000000000001,-7.856
174,-1.429,-1.002,-1.57,-4.56,1.5859999999999999,-7.813
175,-1.474,-0.9789,-1.4809999999999999,-4.448,2.068,-7.816
176,-1.5319999999999998,-0.9569,-1.485,-4.335,2.3569999999999998,-7.809
177,-1.5859999999999999,-0.9366,-1.4809999999999999,-4.226,2.636,-7.8020000000000005
178,-1.595,-0.9043,-1.307,-4.106,3.053,-7.792000000000001
179,-1.624,-0.8825,-1.255,-4.039,3.321,-7.812
180,-1.75,-0.8945,-1.599,-3.9760000000000004,3.076,-7.811
181,-1.808,-0.8916,-1.675,-3.878,3.0389999999999997,-7.7860000000000005
182,-1.8359999999999999,-0.8888,-1.6219999999999999,-3.839,3.208,-7.81
183,-1.88,-0.8971,-1.629,-3.8139999999999996,3.286,-7.834
184,-1.913,-0.9101,-1.59,-3.803,3.398,-7.864
185,-1.939,-0.9273,-1.527,-3.8139999999999996,3.51,-7.906000000000001
186,-1.9340000000000002,-0.967,-1.237,-3.971,4.221,-8.073
187,-1.906,-0.9964,-0.9975,-4.088,4.476,-8.183
188,-1.963,-1.003,-1.344,-4.008,3.4219999999999997,-8.102
189,-2.021,-1.025,-1.578,-3.9960000000000004,2.8569999999999998,-8.07
190,-2.028,-1.062,-1.482,-4.096,2.917,-8.133
191,-2.05,-1.1,-1.4780000000000002,-4.181,2.792,-8.168
192,-2.0709999999999997,-1.146,-1.455,-4.294,2.7430000000000003,-8.219
193,-2.094,-1.197,-1.433,-4.4239999999999995,2.722,-8.276
194,-2.156,-1.261,-1.6280000000000001,-4.56,2.379,-8.315
195,-2.2030000000000003,-1.3219999999999998,-1.653,-4.686,2.397,-8.355
196,-2.167,-1.3780000000000001,-1.2930000000000001,-4.882,2.969,-8.46
197,-2.162,-1.4409999999999998,-1.114,-5.09,3.273,-8.564
198,-2.1919999999999997,-1.507,-1.124,-5.257000000000001,3.2880000000000003,-8.621
199,-2.211,-1.5730000000000002,-1.0959999999999999,-5.43,3.35,-8.681000000000001
200,-2.238,-1.639,-1.1159999999999999,-5.59,3.3489999999999998,-8.724
201,-2.269,-1.704,-1.165,-5.736000000000001,3.3160000000000003,-8.751
202,-2.276,-1.7409999999999999,-1.264,-5.875,3.057,-8.762
203,-2.307,-1.804,-1.4080000000000001,-6.061,2.93,-8.818
204,-2.396,-1.893,-1.598,-6.102,2.772,-8.735
205,-2.436,-1.9340000000000002,-1.6440000000000001,-6.053,2.6439999999999997,-8.585
206,-2.464,-1.974,-1.742,-6.085,2.474,-8.504
207,-2.509,-2.025,-1.883,-6.108,2.286,-8.411
208,-2.5469999999999997,-2.069,-2.001,-6.108,2.101,-8.299
209,-2.5780000000000003,-2.105,-2.1,-6.0889999999999995,1.9169999999999998,-8.173
210,-2.6010000000000004,-2.119,-1.874,-5.865,2.166,-7.905
211,-2.6310000000000002,-2.121,-1.837,-5.66,2.108,-7.629
212,-2.6239999999999997,-2.162,-1.966,-5.893,2.1630000000000003,-7.73
213,-2.633,-2.219,-2.046,-6.059,2.166,-7.774
214,-2.645,-2.241,-2.023,-6.007000000000001,2.17,-7.638
215,-2.64,-2.255,-2.002,-6.001,2.1590000000000003,-7.546
216,-2.635,-2.266,-1.962,-5.971,2.144,-7.435
217,-2.6260000000000003,-2.27,-1.9040000000000001,-5.926,2.128,-7.314
218,-2.6889999999999996,-2.342,-2.281,-6.019,1.636,-7.278
219,-2.7039999999999997,-2.3680000000000003,-2.299,-5.9910000000000005,1.567,-7.171
220,-2.58,-2.267,-1.651,-5.749,1.9769999999999999,-6.917999999999999
221,-2.525,-2.222,-1.36,-5.642,2.153,-6.763
222,-2.515,-2.219,-1.294,-5.603,2.1180000000000003,-6.654
223,-2.484,-2.199,-1.12,-5.547000000000001,2.162,-6.539
224,-2.4659999999999997,-2.194,-1.0170000000000001,-5.53,2.169,-6.454
225,-2.456,-2.199,-0.9465,-5.541,2.164,-6.394
226,-2.386,-2.156,-0.7062,-5.567,2.267,-6.358
227,-2.3609999999999998,-2.1719999999999997,-0.6897,-5.709,2.194,-6.41
228,-2.475,-2.281,-1.145,-5.8,1.689,-6.388999999999999
229,-2.5269999999999997,-2.331,-1.3359999999999999,-5.825,1.4040000000000001,-6.33
230,-2.536,-2.37,-1.405,-5.95,1.285,-6.369
231,-2.573,-2.436,-1.571,-6.0920000000000005,1.121,-6.417000000000001
232,-2.6010000000000004,-2.497,-1.695,-6.2379999999999995,0.9995,-6.476
233,-2.625,-2.5580000000000003,-1.8030000000000002,-6.39,0.8974,-6.545
234,-2.657,-2.613,-1.806,-6.468,0.9834,-6.565
235,-2.679,-2.654,-1.829,-6.542000000000001,0.9831,-6.582999999999999
236,-2.6510000000000002,-2.696,-1.794,-6.792999999999999,1.105,-6.766
237,-2.639,-2.75,-1.7790000000000001,-7.02,1.189,-6.931
238,-2.636,-2.781,-1.7269999999999999,-7.126,1.2670000000000001,-7.002000000000001
239,-2.617,-2.7939999999999996,-1.636,-7.223,1.359,-7.077000000000001
240,-2.597,-2.7960000000000003,-1.5290000000000001,-7.2829999999999995,1.452,-7.127000000000001
241,-2.575,-2.785,-1.403,-7.303999999999999,1.551,-7.154
242,-2.512,-2.761,-1.114,-7.392,1.962,-7.252000000000001
243,-2.464,-2.736,-0.9913,-7.436,1.929,-7.309
244,-2.5069999999999997,-2.682,-1.147,-7.1610000000000005,1.376,-7.091
245,-2.526,-2.612,-1.19,-6.89,1.0759999999999998,-6.885
246,-2.513,-2.549,-1.122,-6.731,1.0070000000000001,-6.785
247,-2.517,-2.484,-1.091,-6.517,0.9281,-6.638999999999999
248,-2.522,-2.42,-1.061,-6.306,0.8851,-6.5
249,-2.531,-2.359,-1.051,-6.096,0.8551,-6.365
250,-2.5989999999999998,-2.303,-1.369,-5.763999999999999,0.1946,-6.114
251,-2.636,-2.246,-1.3259999999999998,-5.483,0.4569,-5.931
252,-2.5860000000000003,-2.22,-0.9768,-5.5089999999999995,1.3330000000000002,-6.022
253,-2.568,-2.2030000000000003,-0.8105,-5.489,1.8430000000000002,-6.074
254,-2.588,-2.181,-0.8051,-5.358,2.088,-6.027
255,-2.6,-2.169,-0.8166,-5.271,2.302,-6.022
256,-2.62,-2.16,-0.868,-5.1770000000000005,2.456,-6.011
257,-2.642,-2.155,-0.946,-5.079,2.5669999999999997,-6.0
258,-2.679,-2.186,-1.147,-5.031000000000001,2.54,-6.023
259,-2.705,-2.188,-1.246,-4.9319999999999995,2.61,-6.0120000000000005
260,-2.713,-2.147,-1.235,-4.774,2.742,-5.962000000000001
261,-2.727,-2.124,-1.278,-4.652,2.82,-5.939
262,-2.7430000000000003,-2.112,-1.3430000000000002,-4.545,2.862,-5.9270000000000005
263,-2.753,-2.088,-1.375,-4.43,2.91,-5.91
264,-2.76,-2.062,-1.396,-4.32,2.95,-5.899
265,-2.763,-2.032,-1.399,-4.216,2.987,-5.891
266,-2.75,-1.97,-1.375,-4.099,2.9360000000000004,-5.875
267,-2.7430000000000003,-1.9369999999999998,-1.3559999999999999,-4.027,2.958,-5.894
268,-2.752,-1.9269999999999998,-1.3719999999999999,-3.955,2.955,-5.904
269,-2.7489999999999997,-1.889,-1.3319999999999999,-3.864,2.963,-5.9
270,-2.738,-1.8459999999999999,-1.272,-3.8,2.969,-5.919
271,-2.727,-1.811,-1.216,-3.7560000000000002,2.972,-5.9510000000000005
272,-2.713,-1.776,-1.151,-3.728,2.9739999999999998,-5.992999999999999
273,-2.698,-1.744,-1.083,-3.72,2.9760000000000004,-6.047999999999999
274,-2.665,-1.693,-0.8002,-3.716,3.386,-6.1160000000000005
275,-2.642,-1.6669999999999998,-0.7582,-3.758,3.279,-6.202000000000001
276,-2.6489999999999996,-1.673,-0.9142,-3.8,2.903,-6.274
277,-2.647,-1.681,-0.9929,-3.858,2.68,-6.355
278,-2.634,-1.686,-0.9954,-3.943,2.583,-6.46
279,-2.623,-1.7,-1.011,-4.04,2.4930000000000003,-6.566
280,-2.61,-1.719,-1.02,-4.152,2.427,-6.681
281,-2.595,-1.743,-1.025,-4.272,2.378,-6.797999999999999
282,-2.572,-1.7309999999999999,-0.8473,-4.345,2.65,-6.882000000000001
283,-2.555,-1.75,-0.8637,-4.4639999999999995,2.552,-6.9879999999999995
284,-2.549,-1.814,-1.016,-4.63,2.302,-7.121
285,-2.539,-1.865,-1.094,-4.7669999999999995,2.165,-7.228
286,-2.523,-1.895,-1.111,-4.881,2.11,-7.316
287,-2.5069999999999997,-1.9240000000000002,-1.127,-4.988,2.066,-7.395
288,-2.49,-1.944,-1.127,-5.073,2.042,-7.454
289,-2.472,-1.954,-1.112,-5.138999999999999,2.035,-7.495
290,-2.458,-1.996,-1.43,-5.266,1.3219999999999998,-7.564
291,-2.436,-2.015,-1.347,-5.337000000000001,1.516,-7.607
292,-2.4130000000000003,-1.9580000000000002,-1.0490000000000002,-5.274,1.9869999999999999,-7.547000000000001
293,-2.3930000000000002,-1.893,-0.86,-5.207000000000001,2.247,-7.481
294,-2.374,-1.8530000000000002,-0.7591,-5.178,2.374,-7.439
295,-2.3569999999999998,-1.81,-0.6613,-5.132000000000001,2.481,-7.382000000000001
296,-2.342,-1.7690000000000001,-0.5849,-5.086,2.56,-7.322
297,-2.3280000000000003,-1.734,-0.5275,-5.046,2.6180000000000003,-7.265
298,-2.329,-1.7480000000000002,-0.4659,-5.008,2.82,-7.202999999999999
299,-2.316,-1.699,-0.393,-4.942,2.906,-7.122000000000001
300,-2.281,-1.685,-0.3215,-4.997,3.031,-7.143
301,-2.251,-1.7009999999999998,-0.2766,-5.072,3.136,-7.172999999999999
302,-2.226,-1.7109999999999999,-0.2304,-5.117,3.2430000000000003,-7.1770000000000005
303,-2.2,-1.7309999999999999,-0.1961,-5.175,3.34,-7.19
304,-2.175,-1.7530000000000001,-0.1617,-5.231,3.437,-7.199
305,-2.148,-1.78,-0.1267,-5.289,3.533,-7.21
306,-2.09,-1.735,-0.005816,-5.381,3.6319999999999997,-7.26
307,-2.0540000000000003,-1.825,-0.07026,-5.534,3.532,-7.336
308,-2.069,-1.8659999999999999,-0.2435,-5.462999999999999,3.1860000000000004,-7.222
309,-2.07,-1.882,-0.3381,-5.397,2.978,-7.115
310,-2.052,-1.9180000000000001,-0.3903,-5.417000000000001,2.841,-7.08
311,-2.035,-1.9380000000000002,-0.4062,-5.422000000000001,2.75,-7.037000000000001
312,-2.013,-1.956,-0.4035,-5.443,2.68,-7.006
313,-1.989,-1.9709999999999999,-0.3836,-5.471,2.627,-6.983
314,-1.9569999999999999,-2.076,-0.1528,-5.577000000000001,3.205,-7.025
315,-1.933,-2.021,-0.08315,-5.563,3.102,-6.978
316,-1.909,-1.972,-0.1069,-5.579,2.8510000000000004,-6.957000000000001
317,-1.88,-1.97,-0.0914,-5.646,2.73,-6.974
318,-1.85,-1.953,-0.02027,-5.709,2.7039999999999997,-6.992000000000001
319,-1.8219999999999998,-1.94,0.04475,-5.768,2.6910000000000003,-7.007000000000001
320,-1.795,-1.929,0.1187,-5.832999999999999,2.702,-7.028
321,-1.767,-1.922,0.1967,-5.904,2.73,-7.055
322,-1.766,-1.922,0.115,-5.901,2.439,-7.013999999999999
323,-1.743,-1.899,0.289,-5.946000000000001,2.737,-7.03
324,-1.685,-1.925,0.5244,-6.132000000000001,3.161,-7.165
325,-1.64,-1.9469999999999998,0.693,-6.284,3.4360000000000004,-7.275
326,-1.604,-1.953,0.8407,-6.39,3.676,-7.35
327,-1.567,-1.9709999999999999,0.9379,-6.497000000000001,3.821,-7.426
328,-1.5330000000000001,-1.9880000000000002,1.018,-6.587000000000001,3.938,-7.492000000000001
329,-1.501,-2.003,1.08,-6.6610000000000005,4.0280000000000005,-7.5489999999999995
330,-1.436,-2.046,1.2409999999999999,-6.836,4.346,-7.697
331,-1.3980000000000001,-2.0709999999999997,1.196,-6.909,4.164,-7.756
332,-1.4140000000000001,-2.031,1.069,-6.77,3.8539999999999996,-7.643
333,-1.4169999999999998,-1.993,0.9746,-6.654,3.648,-7.5520000000000005
334,-1.4040000000000001,-1.9769999999999999,0.8858,-6.593999999999999,3.45,-7.51
335,-1.395,-1.949,0.8252,-6.505,3.3280000000000003,-7.449
336,-1.3880000000000001,-1.915,0.7659,-6.405,3.217,-7.382000000000001
337,-1.381,-1.874,0.7068,-6.294,3.114,-7.31
338,-1.4,-1.7830000000000001,0.5405,-6.097,2.7560000000000002,-7.17
339,-1.389,-1.749,0.5295,-5.989,2.807,-7.107
340,-1.365,-1.7209999999999999,0.5358,-5.9270000000000005,2.865,-7.085
341,-1.349,-1.679,0.5112,-5.836,2.8489999999999998,-7.044
342,-1.34,-1.6269999999999998,0.4857,-5.722,2.842,-6.986000000000001
343,-1.3330000000000002,-1.5659999999999998,0.4314,-5.6,2.7680000000000002,-6.9239999999999995
344,-1.328,-1.5030000000000001,0.3708,-5.474,2.685,-6.861000000000001
345,-1.325,-1.4369999999999998,0.3048,-5.345,2.594,-6.797000000000001
346,-1.376,-1.348,-0.056639999999999996,-5.035,1.889,-6.57
347,-1.3730000000000002,-1.272,0.0736,-4.91,2.332,-6.521
348,-1.317,-1.239,0.26,-4.975,2.8,-6.63
349,-1.278,-1.209,0.3569,-4.992,3.065,-6.7
350,-1.251,-1.162,0.4827,-4.978,3.418,-6.747000000000001
351,-1.226,-1.12,0.5139,-4.9510000000000005,3.5589999999999997,-6.782
352,-1.202,-1.083,0.5362,-4.921,3.6830000000000003,-6.814
353,-1.178,-1.05,0.5481,-4.888,3.792,-6.843999999999999
354,-1.071,-1.094,1.034,-5.104,4.923,-7.096
355,-1.062,-1.044,0.75,-5.029,4.272,-7.084
356,-1.0979999999999999,-0.9816,0.3925,-4.775,3.594,-6.922999999999999
357,-1.114,-0.9275,0.1536,-4.575,3.194,-6.803
358,-1.117,-0.8872,-0.1137,-4.415,2.697,-6.715
359,-1.105,-0.8634,-0.2372,-4.297,2.524,-6.662999999999999
360,-1.091,-0.8399,-0.3407,-4.191,2.3890000000000002,-6.622000000000001
361,-1.072,-0.8204,-0.4213,-4.102,2.292,-6.5920000000000005
362,-1.077,-0.7665,-0.5244,-3.964,2.155,-6.524
363,-1.05,-0.7564,-0.5584,-3.897,2.158,-6.5089999999999995
364,-1.004,-0.763,-0.5566,-3.889,2.188,-6.541
365,-0.964,-0.7636,-0.5578,-3.8680000000000003,2.195,-6.561
366,-0.931,-0.7552,-0.561,-3.83,2.204,-6.562
367,-0.9014,-0.7383,-0.5743,-3.792,2.182,-6.56
368,-0.875,-0.7164,-0.591,-3.7489999999999997,2.149,-6.5520000000000005
369,-0.8527,-0.6881,-0.6126,-3.7030000000000003,2.105,-6.5360000000000005
370,-0.8996,-0.5779,-1.105,-3.4939999999999998,1.074,-6.374
371,-0.843,-0.5946,-0.8443,-3.5260000000000002,1.67,-6.417000000000001
372,-0.8008,-0.5818,-0.6096,-3.5639999999999996,2.2,-6.462999999999999
373,-0.7778,-0.5477,-0.4978,-3.5639999999999996,2.474,-6.474
374,-0.7421,-0.5265,-0.3174,-3.6039999999999996,2.8739999999999997,-6.516
375,-0.7238,-0.4903,-0.2651,-3.596,2.9989999999999997,-6.511
376,-0.7046,-0.4577,-0.2228,-3.5860000000000003,3.094,-6.5
377,-0.6867,-0.4254,-0.1942,-3.571,3.158,-6.48
378,-0.6667,-0.3897,-0.07693,-3.5869999999999997,3.4189999999999996,-6.486000000000001
