,0,1,2,3,4,5
1455,0.6411,0.2337,0.1863,-0.2166,0.1687,-0.3445
1456,0.6571,0.232,0.264,-0.2651,0.2983,-0.3752
1457,0.6711,0.2303,0.3317,-0.3097,0.4129,-0.4024
1458,0.7912,0.1911,0.89,-0.4394,1.3130000000000002,-0.5104
1459,0.7265,0.2265,0.5712,-0.4395,0.7689,-0.5018
1460,0.7108,0.2309,0.4087,-0.411,0.4128,-0.4661
1461,0.7024,0.2369,0.3238,-0.403,0.2338,-0.449
1462,0.662,0.2552,0.09677000000000001,-0.3578,-0.1563,-0.3983
1463,0.66,0.2569,0.054439999999999995,-0.3465,-0.2434,-0.3782
1464,0.6565,0.2597,0.017759999999999998,-0.3385,-0.3073,-0.3619
1465,0.6562,0.261,-0.004587,-0.3323,-0.3503,-0.3475
1466,0.6938,0.2356,0.1967,-0.4212,-0.005384000000000001,-0.4184
1467,0.6897,0.2471,0.07947,-0.3721,-0.2957,-0.3708
1468,0.6783,0.2554,-0.029660000000000002,-0.3313,-0.5177,-0.3298
1469,0.6788,0.2586,-0.07626000000000001,-0.3089,-0.6388,-0.3052
1470,0.667,0.2697,-0.1864,-0.2541,-0.8617,-0.2524
1471,0.6679,0.2719,-0.2146,-0.2342,-0.9362,-0.2308
1472,0.6715,0.2735,-0.2302,-0.2177,-0.9958,-0.2131
1473,0.6763,0.2744,-0.238,-0.2057,-1.044,-0.1996
1474,0.6328,0.3141,-0.5674,-0.02833,-1.6769999999999998,-0.03922
1475,0.6533,0.293,-0.3557,-0.1218,-1.21,-0.1141
1476,0.6892,0.2777,-0.1548,-0.1886,-0.8752,-0.1682
1477,0.7051,0.2708,-0.05136,-0.225,-0.6913,-0.1964
1478,0.7427,0.25,0.1747,-0.331,-0.309,-0.2872
1479,0.7578,0.2457,0.2578,-0.3718,-0.1846,-0.3218
1480,0.7661,0.2435,0.3184,-0.4097,-0.08098999999999999,-0.3543
1481,0.7696,0.2442,0.361,-0.4419,0.003503,-0.3827
1482,0.7454,0.2527,0.323,-0.5693,0.0163,-0.4963
1483,0.762,0.2513,0.3791,-0.5392,0.06767000000000001,-0.4731
1484,0.7502,0.2634,0.3549,-0.5138,0.07404,-0.4552
1485,0.74,0.2749,0.3356,-0.4975,0.08363999999999999,-0.4463
1486,0.7315,0.289,0.3168,-0.4466,0.09236,-0.4084
1487,0.7152,0.305,0.2809,-0.423,0.1007,-0.3952
1488,0.7007,0.321,0.2487,-0.3942,0.1106,-0.3784
1489,0.6862,0.3375,0.216,-0.3636,0.121,-0.3611
1490,0.6578,0.3717,0.06635,-0.2737,-0.09554,-0.2927
1491,0.6459,0.3794,0.09947,-0.2745,0.08879,-0.3021
1492,0.6446,0.3907,0.1387,-0.2551,0.2208,-0.2962
1493,0.6383,0.4045,0.1463,-0.2254,0.2985,-0.2818
1494,0.6421,0.4124,0.2038,-0.2145,0.4494,-0.2849
1495,0.641,0.4262,0.2156,-0.1788,0.505,-0.267
1496,0.6397,0.4399,0.2233,-0.1413,0.5515,-0.2478
1497,0.6391,0.4537,0.2299,-0.1003,0.5903,-0.226
1498,0.6846,0.4305,0.5287,-0.0526,1.131,-0.1974
1499,0.6662,0.4692,0.3681,0.01235,0.8143,-0.1583
1500,0.6473,0.4903,0.2475,0.041260000000000005,0.6193,-0.1475
1501,0.6384,0.5084,0.1857,0.07622000000000001,0.5196,-0.1313
1502,0.6111,0.5356,0.02417,0.1196,0.2683,-0.1066
1503,0.6017,0.5506,-0.02949,0.1552,0.1962,-0.08829
1504,0.5951,0.5659,-0.07212,0.1917,0.1359,-0.06938
1505,0.5906,0.5797,-0.1063,0.2263,0.08395,-0.051570000000000005
1506,0.4777,0.5961,-0.6193,0.1015,-0.5919,-0.1624
1507,0.5626,0.5908,-0.2626,0.212,-0.1536,-0.08135
1508,0.5801,0.606,-0.1573,0.2801,0.04489,-0.034319999999999996
1509,0.5935,0.6153,-0.09772,0.3309,0.1319,-0.0006567
1510,0.637,0.6217,0.101,0.3989,0.4009,0.045489999999999996
1511,0.6432,0.6307,0.1259,0.4279,0.4341,0.061970000000000004
1512,0.6513,0.6376,0.1517,0.456,0.4536,0.07902999999999999
1513,0.6551,0.6437,0.1614,0.4755,0.4569,0.09017
1514,0.7295,0.6871,0.3657,0.6218,0.5468,0.2002
1515,0.6498,0.6763,0.1096,0.511,0.3897,0.111
1516,0.6393,0.6683,0.06792999999999999,0.4919,0.3304,0.09571
1517,0.6214,0.6659,0.003411,0.4692,0.2744,0.07846
1518,0.5883,0.6542,-0.1079,0.4139,0.1893,0.036910000000000005
1519,0.5747,0.651,-0.1586,0.393,0.1445,0.02314
1520,0.5544,0.6463,-0.2295,0.3607,0.09462000000000001,0.001274
1521,0.5353,0.6416,-0.2975,0.3306,0.045160000000000006,-0.0179
1522,0.5154,0.6531,-0.4298,0.4302,-0.1927,0.07662999999999999
1523,0.4976,0.6418,-0.4361,0.355,-0.06185,0.02224
1524,0.4943,0.6297,-0.4167,0.2849,0.030119999999999997,-0.028630000000000003
1525,0.4908,0.6219,-0.4137,0.251,0.07266,-0.04798
1526,0.4961,0.6107,-0.363,0.1984,0.1862,-0.08388
1527,0.4998,0.6048,-0.3462,0.1822,0.2097,-0.08801
1528,0.5047,0.5992,-0.3281,0.1693,0.2268,-0.08903
1529,0.5124,0.5953,-0.3027,0.1702,0.2415,-0.07808999999999999
1530,0.5402,0.5482,-0.05316,-0.2188,0.8202,-0.4086
1531,0.5471,0.5577,-0.2035,-0.09343,0.2935,-0.2957
1532,0.5479,0.5961,-0.3103,0.2166,-0.08785,-0.02414
1533,0.5431,0.6218,-0.3964,0.403,-0.3356,0.1428
1534,0.52,0.6497,-0.6009,0.6121,-0.7891,0.3333
1535,0.5166,0.6701,-0.6567,0.758,-0.9569,0.4684
1536,0.5103,0.6881,-0.7114,0.8858,-1.099,0.5894
1537,0.5015,0.7028,-0.7691,0.9887,-1.228,0.691
1538,0.5452,0.756,-0.5993,1.4240000000000002,-1.215,1.074
1539,0.4879,0.7535,-0.8143,1.3419999999999999,-1.359,1.0290000000000001
1540,0.4622,0.7278,-0.9093,1.1840000000000002,-1.409,0.9186
1541,0.4413,0.7156,-0.975,1.119,-1.4409999999999998,0.8883
1542,0.4103,0.695,-1.081,0.992,-1.49,0.8083
1543,0.387,0.6784,-1.158,0.9135,-1.537,0.7701
1544,0.3626,0.6618,-1.238,0.8362,-1.5819999999999999,0.7343
1545,0.3407,0.6456,-1.31,0.7678,-1.629,0.7073
1546,0.2247,0.5899,-1.87,0.5144,-2.263,0.5398
1547,0.2788,0.5838,-1.567,0.5189,-1.879,0.568
1548,0.2935,0.5929,-1.425,0.594,-1.656,0.6598
1549,0.2985,0.5938,-1.3559999999999999,0.6337,-1.557,0.7243
1550,0.3328,0.5948,-1.1440000000000001,0.6454,-1.284,0.7594
1551,0.3423,0.5928,-1.0659999999999998,0.6625,-1.202,0.8029
1552,0.3553,0.5915,-0.9787,0.6863,-1.129,0.8522
1553,0.3676,0.5895,-0.8949,0.7072,-1.061,0.8993
1554,0.4352,0.5983,-0.4805,0.7544,-0.5197,0.9583
1555,0.4065,0.5906,-0.6437,0.7471,-0.8131,0.9848
1556,0.3955,0.5828,-0.7098,0.7567,-0.9833,1.025
1557,0.3876,0.5752,-0.7323,0.759,-1.048,1.058
1558,0.3595,0.5652,-0.8628,0.7703,-1.255,1.102
1559,0.3483,0.5564,-0.8843,0.7764,-1.29,1.138
1560,0.3342,0.5462,-0.9117,0.7755,-1.3119999999999998,1.169
1561,0.3193,0.5351,-0.9385,0.7717,-1.325,1.197
1562,0.2737,0.5296,-1.148,0.8549,-1.642,1.305
1563,0.2761,0.5158,-1.04,0.8162,-1.392,1.3019999999999998
1564,0.2707,0.4952,-0.9837,0.7564,-1.219,1.281
1565,0.2615,0.4781,-0.96,0.7241,-1.121,1.284
1566,0.2648,0.4591,-0.8702,0.6601,-0.9261,1.256
1567,0.2556,0.4417,-0.8634,0.6248,-0.8769,1.254
1568,0.2459,0.4253,-0.8613,0.5963,-0.839,1.2570000000000001
1569,0.2366,0.4094,-0.8512,0.5731,-0.7837,1.264
1570,0.1932,0.3811,-1.001,0.5933,-0.9272,1.314
1571,0.2146,0.3803,-0.8272,0.5813,-0.6667,1.3219999999999998
1572,0.2139,0.3613,-0.7579,0.5299,-0.5025,1.3
1573,0.2137,0.3486,-0.7052,0.5135,-0.4095,1.306
1574,0.2273,0.339,-0.5981,0.4696,-0.2632,1.2830000000000001
1575,0.2256,0.3257,-0.5709,0.4454,-0.2267,1.2790000000000001
1576,0.2247,0.3154,-0.5457,0.4322,-0.2053,1.281
1577,0.2224,0.3059,-0.5284,0.4229,-0.1955,1.285
1578,0.2241,0.3649,-0.5725,0.6698,-0.5315,1.5
1579,0.1989,0.3139,-0.5901,0.5226,-0.325,1.3940000000000001
1580,0.2053,0.289,-0.5032,0.4426,-0.1457,1.334
1581,0.2015,0.2695,-0.4801,0.3926,-0.06998,1.2990000000000002
1582,0.1996,0.2365,-0.4264,0.2954,0.1037,1.2229999999999999
1583,0.1975,0.2236,-0.4079,0.2679,0.1422,1.2009999999999998
1584,0.1913,0.2094,-0.4119,0.2384,0.1589,1.176
1585,0.1846,0.1981,-0.4215,0.219,0.164,1.157
1586,0.1623,0.09018,-0.5261,-0.1943,0.322,0.8115
1587,0.1782,0.1302,-0.4748,-0.02194,0.1539,0.9374
1588,0.1623,0.1661,-0.5381,0.1521,-0.03136,1.069
1589,0.1509,0.1903,-0.5801,0.2704,-0.1539,1.15
1590,0.138,0.2288,-0.6389,0.4395,-0.3452,1.272
1591,0.1233,0.2431,-0.6992,0.512,-0.451,1.3130000000000002
1592,0.1107,0.2574,-0.7496,0.5804,-0.547,1.347
1593,0.09749,0.2677,-0.8054,0.6309,-0.6405,1.3659999999999999
1594,0.138,0.2838,-0.5,0.5885,-0.1463,1.29
1595,0.09318,0.2764,-0.8076,0.6179,-0.6513,1.2919999999999998
1596,0.05872,0.28,-1.037,0.6746,-1.047,1.314
1597,0.032189999999999996,0.2764,-1.202,0.686,-1.3,1.296
1598,-0.01165,0.2685,-1.473,0.724,-1.7080000000000002,1.304
1599,-0.03472,0.2622,-1.607,0.7249,-1.8969999999999998,1.276
1600,-0.05628,0.2527,-1.7309999999999999,0.711,-2.0669999999999997,1.234
1601,-0.07472999999999999,0.2421,-1.84,0.6884,-2.219,1.1840000000000002
1602,-0.08105,0.2286,-1.7409999999999999,0.7151,-1.979,1.173
1603,-0.08797999999999999,0.2346,-1.867,0.679,-2.272,1.1059999999999999
1604,-0.1054,0.2109,-2.017,0.5991,-2.515,1.008
1605,-0.114,0.1993,-2.095,0.5509,-2.674,0.9329
1606,-0.1192,0.1887,-2.199,0.4789,-2.917,0.837
1607,-0.1224,0.1777,-2.245,0.428,-3.0460000000000003,0.7585
1608,-0.1223,0.1726,-2.269,0.3886,-3.159,0.6882
1609,-0.1202,0.1707,-2.278,0.3576,-3.26,0.6242
1610,-0.262,0.1623,-3.299,0.6399,-5.0680000000000005,0.8654
1611,-0.1838,0.1723,-2.6319999999999997,0.5116,-3.907,0.7152
1612,-0.1186,0.1558,-2.151,0.3103,-3.095,0.5043
1613,-0.08474,0.153,-1.893,0.226,-2.715,0.3997
1614,-0.001294,0.1502,-1.318,0.01195,-1.8230000000000002,0.1729
1615,0.029089999999999998,0.1451,-1.125,-0.09045,-1.581,0.051870000000000006
1616,0.05409,0.1424,-0.969,-0.1728,-1.3969999999999998,-0.0506
1617,0.07139,0.1384,-0.8562,-0.2425,-1.258,-0.1405
1618,0.1929,0.2805,0.0422,-0.1707,-0.1411,-0.1596
1619,0.1244,0.1766,-0.5223,-0.3623,-0.8697,-0.3275
1620,0.08242000000000001,0.1525,-0.8378,-0.3389,-1.38,-0.3268
1621,0.05107,0.1265,-1.054,-0.3598,-1.65,-0.367
1622,-0.01591,0.06773,-1.5,-0.3618,-2.188,-0.3772
1623,-0.04585,0.05301,-1.661,-0.332,-2.3369999999999997,-0.3747
1624,-0.07615,0.032560000000000006,-1.8219999999999998,-0.3174,-2.454,-0.3845
1625,-0.1029,0.01721,-1.956,-0.2931,-2.535,-0.3874
1626,-0.1156,-0.01883,-2.198,-0.436,-2.8360000000000003,-0.5307
1627,-0.1413,-0.0246,-2.24,-0.3361,-2.775,-0.4717
1628,-0.1591,0.007241,-2.238,-0.1811,-2.722,-0.3728
1629,-0.1723,0.030760000000000003,-2.244,-0.06676,-2.696,-0.3073
1630,-0.1884,0.06571,-2.214,0.1028,-2.6210000000000004,-0.1952
1631,-0.1964,0.09717999999999999,-2.189,0.2218,-2.591,-0.1254
1632,-0.2017,0.1234,-2.154,0.3202,-2.562,-0.07205
1633,-0.2054,0.1526,-2.112,0.4213,-2.533,-0.01378
1634,-0.197,0.1145,-2.005,0.3435,-2.244,-0.09871
1635,-0.194,0.1759,-1.946,0.4929,-2.358,-0.00425
1636,-0.2006,0.199,-1.964,0.5628,-2.4819999999999998,0.03429
1637,-0.2017,0.2124,-1.945,0.5997,-2.535,0.04782
1638,-0.2031,0.2309,-1.9380000000000002,0.6398,-2.641,0.06601
1639,-0.2017,0.2222,-1.922,0.612,-2.668,0.033569999999999996
1640,-0.1988,0.2068,-1.901,0.5636,-2.6830000000000003,-0.012759999999999999
1641,-0.1949,0.1815,-1.8840000000000001,0.4887,-2.693,-0.07742
1642,-0.2101,0.2075,-1.6369999999999998,0.6853,-2.292,0.08323
1643,-0.1896,0.1594,-1.6740000000000002,0.4539,-2.4019999999999997,-0.106
1644,-0.1764,0.06012000000000001,-1.755,0.1673,-2.504,-0.3295
1645,-0.1658,-0.01799,-1.786,-0.05036,-2.533,-0.4953
1646,-0.1409,-0.1153,-1.828,-0.3678,-2.605,-0.7435
1647,-0.1265,-0.1956,-1.837,-0.5879,-2.6069999999999998,-0.909
1648,-0.1119,-0.2655,-1.8330000000000002,-0.7839,-2.5980000000000003,-1.055
1649,-0.09772,-0.3261,-1.817,-0.9533,-2.5780000000000003,-1.179
1650,-0.09324,-0.4331,-2.085,-1.22,-3.0260000000000002,-1.37
1651,-0.0754,-0.4517,-1.886,-1.274,-2.715,-1.4040000000000001
1652,-0.06035,-0.4512,-1.713,-1.298,-2.463,-1.415
1653,-0.05015,-0.449,-1.594,-1.307,-2.318,-1.413
1654,-0.03986,-0.4232,-1.4080000000000001,-1.266,-2.07,-1.3730000000000002
1655,-0.03539,-0.4033,-1.3090000000000002,-1.229,-1.9669999999999999,-1.334
1656,-0.03419,-0.3774,-1.22,-1.171,-1.88,-1.278
1657,-0.03626,-0.3479,-1.146,-1.099,-1.808,-1.21
1658,-0.01864,-0.4048,-1.1520000000000001,-1.258,-1.7409999999999999,-1.325
1659,-0.03442,-0.3341,-1.078,-1.06,-1.73,-1.157
1660,-0.0568,-0.2713,-1.0659999999999998,-0.8743,-1.749,-0.9969
1661,-0.0762,-0.2266,-1.067,-0.7316,-1.7590000000000001,-0.8696
1662,-0.1031,-0.1706,-1.082,-0.5483,-1.786,-0.7082
1663,-0.124,-0.1451,-1.121,-0.4405,-1.8019999999999998,-0.6054
1664,-0.1449,-0.1287,-1.171,-0.3484,-1.819,-0.5138
1665,-0.165,-0.1233,-1.2329999999999999,-0.2783,-1.838,-0.4381
1666,-0.1932,-0.026869999999999998,-1.199,-0.057420000000000006,-1.844,-0.2512
1667,-0.2072,-0.106,-1.374,-0.1429,-1.9080000000000001,-0.2897
1668,-0.2179,-0.1534,-1.473,-0.1771,-1.9369999999999998,-0.2914
1669,-0.2269,-0.2007,-1.569,-0.2206,-1.969,-0.3008
1670,-0.2327,-0.274,-1.6869999999999998,-0.3027,-2.0069999999999997,-0.3374
1671,-0.2378,-0.3178,-1.756,-0.3453,-2.031,-0.3466
1672,-0.2404,-0.3624,-1.8159999999999998,-0.3973,-2.057,-0.3638
1673,-0.2412,-0.4006,-1.859,-0.4439,-2.08,-0.378
1674,-0.2545,-0.38,-1.865,-0.3745,-2.141,-0.3035
1675,-0.2474,-0.4289,-1.883,-0.4643,-2.129,-0.353
1676,-0.2385,-0.4572,-1.854,-0.5283,-2.104,-0.3861
1677,-0.2316,-0.4709,-1.8119999999999998,-0.5709,-2.09,-0.404
1678,-0.222,-0.4863,-1.757,-0.6252,-2.063,-0.4323
1679,-0.2166,-0.4797,-1.686,-0.6423,-2.051,-0.4337
1680,-0.2119,-0.4672,-1.608,-0.6544,-2.0380000000000003,-0.4324
1681,-0.2081,-0.4493,-1.5230000000000001,-0.6614,-2.025,-0.4285
1682,-0.1736,-0.4669,-1.315,-0.8174,-1.7530000000000001,-0.5522
1683,-0.1844,-0.4279,-1.2990000000000002,-0.759,-1.925,-0.4981
1684,-0.201,-0.3845,-1.301,-0.6843,-2.0869999999999997,-0.4295
1685,-0.2106,-0.3545,-1.275,-0.6496,-2.173,-0.3946
1686,-0.2284,-0.3224,-1.291,-0.587,-2.322,-0.335
1687,-0.2369,-0.307,-1.274,-0.5753,-2.376,-0.3176
1688,-0.2444,-0.3014,-1.264,-0.5778,-2.421,-0.3109
1689,-0.2502,-0.3065,-1.265,-0.5955,-2.46,-0.316
1690,-0.2753,-0.2927,-1.4280000000000002,-0.5437,-2.832,-0.2604
1691,-0.2674,-0.3408,-1.376,-0.6352,-2.661,-0.3212
1692,-0.2579,-0.3836,-1.3219999999999998,-0.7241,-2.512,-0.3828
1693,-0.2515,-0.4306,-1.318,-0.8047,-2.447,-0.4361
1694,-0.2393,-0.4878,-1.2890000000000001,-0.9045,-2.311,-0.506
1695,-0.2328,-0.539,-1.31,-0.9771,-2.28,-0.5536
1696,-0.2273,-0.5893,-1.3419999999999999,-1.038,-2.26,-0.5927
1697,-0.2242,-0.6337,-1.379,-1.08,-2.247,-0.6171
1698,-0.2501,-0.7623,-1.909,-1.048,-3.051,-0.5469
1699,-0.2471,-0.7198,-1.6340000000000001,-1.0170000000000001,-2.4819999999999998,-0.5284
1700,-0.2257,-0.737,-1.419,-1.088,-1.9809999999999999,-0.5889
1701,-0.2242,-0.733,-1.3159999999999998,-1.072,-1.715,-0.5772
1702,-0.2168,-0.69,-1.0859999999999999,-1.069,-1.2690000000000001,-0.5901
1703,-0.2215,-0.6723,-1.028,-1.03,-1.1079999999999999,-0.5648
1704,-0.232,-0.6399,-0.9771,-0.9631,-0.9701,-0.5185
1705,-0.2463,-0.6004,-0.9385,-0.8808,-0.8578,-0.4619
1706,-0.1791,-0.5819,0.06948,-1.065,1.218,-0.6603
1707,-0.224,-0.5224,-0.3886,-0.8946,0.1824,-0.5369
1708,-0.3075,-0.4457,-0.9554,-0.5795,-0.9027,-0.2815
1709,-0.3672,-0.39,-1.304,-0.346,-1.5019999999999998,-0.09651
1710,-0.4272,-0.3577,-1.78,-0.115,-2.378,0.09247000000000001
1711,-0.4693,-0.3168,-1.97,0.05753,-2.659,0.225
1712,-0.5078,-0.2787,-2.13,0.2108,-2.8760000000000003,0.3409
1713,-0.54,-0.248,-2.253,0.3344,-3.031,0.4322
1714,-0.6048,-0.1796,-2.767,0.5493,-4.052,0.6064
1715,-0.6012,-0.2099,-2.6010000000000004,0.538,-3.555,0.5936
1716,-0.6033,-0.1997,-2.431,0.5384,-3.141,0.5821
1717,-0.6067,-0.1998,-2.356,0.5275,-2.949,0.5651
1718,-0.5976,-0.2129,-2.1719999999999997,0.4652,-2.551,0.5046
1719,-0.5967,-0.2204,-2.115,0.4187,-2.4459999999999997,0.4598
1720,-0.5917,-0.239,-2.064,0.3502,-2.374,0.3995
1721,-0.5846,-0.2625,-2.02,0.2685,-2.3280000000000003,0.3299
1722,-0.6293,-0.2072,-2.3,0.348,-3.011,0.3945
1723,-0.5886,-0.2977,-2.1069999999999998,0.1505,-2.602,0.2404
1724,-0.5611,-0.3454,-1.921,-0.0075,-2.28,0.1113
1725,-0.5398,-0.3898,-1.815,-0.1476,-2.134,-0.0008003
1726,-0.5067,-0.4494,-1.635,-0.3246,-1.835,-0.1435
1727,-0.4899,-0.4842,-1.5519999999999998,-0.4486,-1.76,-0.2434
1728,-0.4736,-0.5192,-1.4809999999999999,-0.5678,-1.709,-0.3388
1729,-0.4605,-0.5481,-1.419,-0.6722,-1.6740000000000002,-0.4225
1730,-0.3966,-0.6516,-1.031,-0.9229,-0.9257,-0.6276
1731,-0.4194,-0.6119,-1.1420000000000001,-0.9151,-1.308,-0.6287
1732,-0.4374,-0.601,-1.272,-0.9067,-1.6580000000000001,-0.6216
1733,-0.4514,-0.5904,-1.3319999999999999,-0.9038,-1.841,-0.6208
1734,-0.4773,-0.5626,-1.4609999999999999,-0.8602,-2.1630000000000003,-0.5872
1735,-0.4934,-0.5484,-1.5019999999999998,-0.8392,-2.27,-0.5723
1736,-0.513,-0.5271,-1.54,-0.8031,-2.354,-0.5464
1737,-0.5336,-0.5045,-1.5759999999999998,-0.7591,-2.419,-0.5142
1738,-0.551,-0.4847,-1.536,-0.7202,-2.311,-0.4885
1739,-0.5747,-0.4572,-1.608,-0.6605,-2.436,-0.4445
1740,-0.5969,-0.4379,-1.675,-0.5964,-2.531,-0.3953
1741,-0.618,-0.4192,-1.726,-0.5319,-2.585,-0.346
1742,-0.6378,-0.404,-1.794,-0.4668,-2.67,-0.2952
1743,-0.6559,-0.3916,-1.8419999999999999,-0.4034,-2.7039999999999997,-0.2457
1744,-0.6728,-0.381,-1.8869999999999998,-0.341,-2.73,-0.1966
1745,-0.6879,-0.3735,-1.93,-0.2822,-2.752,-0.1502
1746,-0.7624,-0.2822,-2.407,-0.0697,-3.687,0.02506
1747,-0.7362,-0.3475,-2.221,-0.1003,-3.185,0.008525
1748,-0.7306,-0.3574,-2.072,-0.1072,-2.805,0.0005638
1749,-0.7293,-0.3686,-2.015,-0.09948,-2.6289999999999996,0.007774
1750,-0.7168,-0.3936,-1.8530000000000002,-0.1245,-2.237,-0.01261
1751,-0.7186,-0.3983,-1.815,-0.1182,-2.124,-0.007365000000000001
1752,-0.7185,-0.4079,-1.785,-0.1181,-2.039,-0.005621
1753,-0.7171,-0.4186,-1.754,-0.1253,-1.963,-0.009675
1754,-0.5608,-0.6855,-1.052,-0.4269,-0.5066,-0.2363
1755,-0.6157,-0.563,-1.186,-0.4009,-0.9263,-0.2405
1756,-0.6745,-0.4899,-1.46,-0.2821,-1.4669999999999999,-0.1439
1757,-0.7112,-0.4504,-1.604,-0.2098,-1.735,-0.0832
1758,-0.7403,-0.4006,-1.77,-0.2114,-2.15,-0.09094
1759,-0.7522,-0.3917,-1.8130000000000002,-0.222,-2.248,-0.09875
1760,-0.7667,-0.3775,-1.84,-0.234,-2.302,-0.1087
1761,-0.7765,-0.3707,-1.848,-0.259,-2.322,-0.1285
1762,-0.9233,-0.1715,-2.353,-0.024390000000000002,-3.323,0.05335
1763,-0.8511,-0.2906,-2.104,-0.1944,-2.781,-0.06791
1764,-0.8019,-0.3625,-1.847,-0.3552,-2.287,-0.1936
1765,-0.7736,-0.4086,-1.705,-0.4639,-2.015,-0.2759
1766,-0.7194,-0.4901,-1.4580000000000002,-0.612,-1.5290000000000001,-0.3875
1767,-0.6934,-0.5301,-1.3330000000000002,-0.7097,-1.314,-0.4621
1768,-0.6641,-0.5735,-1.216,-0.8078,-1.123,-0.5366
1769,-0.6387,-0.6101,-1.111,-0.8934,-0.9546,-0.6019
1770,-0.5279,-0.7474,-0.6146,-1.155,-0.021759999999999998,-0.8118
1771,-0.5453,-0.7202,-0.6922,-1.166,-0.2656,-0.8273
1772,-0.5875,-0.6734,-0.8624,-1.08,-0.5826,-0.7581
1773,-0.6083,-0.6501,-0.936,-1.0390000000000001,-0.716,-0.7257
1774,-0.6357,-0.6169,-1.057,-0.9886,-0.9648,-0.6891
1775,-0.6566,-0.5899,-1.102,-0.9489,-1.02,-0.6617
1776,-0.6793,-0.5598,-1.1420000000000001,-0.9056,-1.056,-0.6332
1777,-0.7015,-0.5295,-1.178,-0.8619,-1.0759999999999998,-0.6057
1778,-0.8071,-0.3885,-1.53,-0.7026,-1.692,-0.4926
1779,-0.7937,-0.4122,-1.45,-0.6796,-1.445,-0.4737
1780,-0.7705,-0.4361,-1.307,-0.7158,-1.1420000000000001,-0.5117
1781,-0.767,-0.4353,-1.247,-0.7159,-0.9884,-0.5223
1782,-0.7613,-0.4412,-1.168,-0.6963,-0.771,-0.5145
1783,-0.7622,-0.4351,-1.145,-0.678,-0.6947,-0.5112
1784,-0.761,-0.4313,-1.128,-0.6604,-0.6416,-0.5084
1785,-0.7607,-0.4261,-1.121,-0.6391,-0.6097,-0.5033
1786,-0.7644,-0.4365,-1.24,-0.5243,-0.8381,-0.4104
1787,-0.7724,-0.412,-1.178,-0.5238,-0.6628,-0.4265
1788,-0.7581,-0.411,-1.0859999999999999,-0.5678,-0.4827,-0.4798
1789,-0.753,-0.4042,-1.044,-0.5804,-0.3944,-0.506
1790,-0.7486,-0.3912,-0.979,-0.6179,-0.2603,-0.5567
1791,-0.7431,-0.3853,-0.9537,-0.631,-0.2167,-0.5848
1792,-0.739,-0.378,-0.9352,-0.6419,-0.1864,-0.6112
1793,-0.735,-0.3709,-0.9213,-0.6511,-0.1662,-0.6366
1794,-0.6845,-0.407,-0.7413,-0.7473,0.1484,-0.734
1795,-0.6924,-0.3897,-0.7954,-0.7324,0.0070420000000000005,-0.742
1796,-0.7198,-0.3527,-0.9124,-0.6738,-0.1922,-0.7127
1797,-0.7301,-0.333,-0.975,-0.6432,-0.3055,-0.7058
1798,-0.7414,-0.3135,-1.048,-0.6112,-0.4489,-0.6979
1799,-0.7463,-0.2989,-1.087,-0.5946,-0.516,-0.7026
1800,-0.7483,-0.2875,-1.1179999999999999,-0.5834,-0.5729,-0.7118
1801,-0.7475,-0.2788,-1.141,-0.5773,-0.6189,-0.7245
1802,-0.7269,-0.2798,-0.9138,-0.695,-0.1598,-0.8504
1803,-0.7194,-0.278,-1.0390000000000001,-0.6873,-0.4778,-0.8631
1804,-0.7392,-0.2571,-1.234,-0.5895,-0.858,-0.7956
1805,-0.7418,-0.2494,-1.338,-0.5367,-1.0759999999999998,-0.7663
1806,-0.7345,-0.2521,-1.4480000000000002,-0.4882,-1.3430000000000002,-0.7387
1807,-0.7308,-0.2485,-1.504,-0.4578,-1.4680000000000002,-0.7278
1808,-0.7254,-0.2457,-1.548,-0.4352,-1.571,-0.723
1809,-0.7196,-0.2427,-1.584,-0.4189,-1.6569999999999998,-0.7231
1810,-0.7535,-0.1885,-1.8530000000000002,-0.3964,-2.164,-0.7214
1811,-0.7336,-0.2072,-1.794,-0.3595,-2.062,-0.6971
1812,-0.7006,-0.2314,-1.6780000000000002,-0.3977,-1.881,-0.7398
1813,-0.6859,-0.2369,-1.632,-0.4208,-1.815,-0.7704
1814,-0.6876,-0.2306,-1.608,-0.4042,-1.742,-0.7658
1815,-0.6839,-0.2257,-1.607,-0.4115,-1.745,-0.7809
1816,-0.6813,-0.2204,-1.6119999999999999,-0.4184,-1.764,-0.7942
1817,-0.6807,-0.2134,-1.625,-0.4238,-1.794,-0.8052
1818,-0.7206,-0.1855,-1.875,-0.2638,-2.28,-0.6682
1819,-0.7247,-0.1696,-1.8019999999999998,-0.3058,-2.051,-0.7071
1820,-0.6889,-0.1875,-1.6340000000000001,-0.4176,-1.764,-0.8047
1821,-0.6749,-0.1899,-1.5590000000000002,-0.4786,-1.6269999999999998,-0.8576
1822,-0.6618,-0.1886,-1.46,-0.5625,-1.4240000000000002,-0.9303
1823,-0.6513,-0.189,-1.4169999999999998,-0.6042,-1.358,-0.9646
1824,-0.6438,-0.1868,-1.3869999999999998,-0.6357,-1.3090000000000002,-0.9891
1825,-0.6375,-0.1838,-1.364,-0.6571,-1.273,-1.004
1826,-0.5048,-0.2905,-0.795,-0.7843,-0.3215,-1.103
